# Date and Time: 2023-09-04 14:38:16
# Command: python pull_unspliced_length_GFF.py saccharomyces_cerevisiae_R64-3-1_20210421_nofasta_geneid_filtered.gff saccharomyces_cerevisiae_R64-3-1_20210421_unspliced_lengths.tsv
Gene_ID	unspliced.length
YIR031C	1665
YIR032C	588
YIR033W	3342
YIR034C	1122
YIR035C	765
YIR036C	792
YIR036W-A	402
YIR037W	492
YIR038C	705
YIR039C	1614
YIR040C	333
YIR041W	375
YIR042C	711
YJL225C	5665
YJL225W-A	483
YJL223C	363
YJL222W-B	138
YJL222W-A	228
YJL222W	4650
YJL221C	1770
YJL220W	453
YJL219W	1704
YJL218W	591
YJL217W	597
YJL216C	1746
YJL215C	360
YJL214W	1710
YJL213W	996
YJL212C	2400
YJL211C	444
YJL210W	816
YJL209W	1965
YJL208C	990
YJL207C	6045
YJL206C	2277
YJL205C	305
YJL204C	2523
YJL203W	843
YJL202C	348
YJL201W	1800
YJL200C	2370
YJL199C	327
YJL198W	2646
YJL197W	3765
YJL197C-A	282
YJL196C	933
YJL195C	702
YJL194W	1542
YJL193W	1209
YJL192C	705
YJL191W	825
YJL190C	393
YJL189W	542
YJL188C	309
YJL187C	2460
YJL186W	1761
YJL185C	882
YJL184W	372
YJL183W	1269
YJL182C	318
YJL181W	1836
YJL180C	978
YJL179W	330
YJL178C	816
YJL177W	872
YJL176C	2478
YJL175W	513
YJL174W	831
YJL173C	369
YJL172W	1731
YJL171C	1191
YJL170C	630
YJL169W	369
YJL168C	2202
YJL167W	1059
YJL166W	285
YJL165C	2568
YJL164C	1194
YJL163C	1668
YJL162C	1752
YJL161W	543
YJL160C	864
YJL159W	1242
YJL158C	684
YJL157C	2493
YJL156W-A	222
YJL156C	2100
YJL155C	1359
YJL154C	2835
YJL153C	1602
YJL152W	360
YJL151C	402
YJL150W	303
YJL149W	1992
YJL148W	702
YJL147C	1149
YJL146W	1410
YJL145W	885
YJL144W	315
YJL143W	477
YJL142C	393
YJL141C	2424
YJL140W	666
YJL139C	1287
YJL138C	1188
YJL137C	1143
YJL136W-A	84
YJL136C	724
YJL135W	318
YJL134W	1230
YJL133C-A	225
YJL133W	945
YJL132W	2253
YJL131C	1071
YJL130C	6645
YJL129C	3708
YJL128C	2007
YJL127W-A	117
YJL127C-B	159
YJL127C	1923
YJL126W	924
YJL125C	1152
YJL124C	519
YJL123C	1437
YJL122W	528
YJL121C	717
YJL120W	324
YJL119C	324
YJL118W	660
YJL117W	936
YJL116C	1014
YJL115W	840
YJL112W	2145
YJL111W	1653
YJL110C	1656
YJL109C	5310
YJL108C	1152
YJL107C	1164
YJL106W	1938
YJL105W	1683
YJL104W	450
YJL103C	1857
YJL102W	2460
YJL101C	2037
YJL100W	1824
YJL099W	2241
YJL098W	3177
YJL097W	654
YJL096W	486
YJL095W	4437
YJL094C	2622
YJL093C	2076
YJL092W	3525
YJL091C	1473
YJL090C	2295
YJL089W	2490
YJL088W	1017
YJL087C	2484
YJL086C	369
YJL085W	1872
YJL084C	3141
YJL083W	1815
YJL082W	2196
YJL081C	1470
YJL080C	3669
YJL079C	900
YJL078C	2646
YJL077W-B	99
YJL077C	396
YJL077W-A	87
YJL076W	3570
YJL075C	417
YJL074C	3693
YJL073W	1938
YJL072C	642
YJL071W	1725
YJL070C	2667
YJL069C	1785
YJL068C	900
YJL067W	351
YJL066C	759
YJL065C	504
YJL064W	396
YJL063C	717
YJL062W-A	258
YJL062W	2493
YJL061W	2142
YJL060W	1335
YJL059W	1227
YJL058C	1632
YJL057C	2004
YJL056C	2643
YJL055W	738
YJL054W	1437
YJL053W	1140
YJL052C-A	120
YJL052W	999
YJL051W	2469
YJL050W	3222
YJL049W	1353
YJL048C	1191
YJL047C-A	135
YJL047C	2529
YJL046W	1230
YJL045W	1905
YJL044C	1377
YJL043W	774
YJL042W	4197
YJL041W	2590
YJL039C	5052
YJL038C	660
YJL037W	675
YJL036W	1272
YJL035C	753
YJL034W	2049
YJL033W	2313
YJL032W	315
YJL031C	1071
YJL030W	591
YJL029C	2469
YJL028W	336
YJL027C	417
YJL026W	1200
YJL026C-A	222
YJL025W	1545
YJL024C	662
YJL023C	1044
YJL022W	309
YJL020C	3474
YJL020W-A	258
YJL019W	2049
YJL016W	1686
YJL015C	285
YJL014W	1605
YJL013C	1548
YJL012C	2166
YJL011C	486
YJL010C	2001
YJL009W	327
YJL008C	1707
YJL007C	315
YJL006C	972
YJL005W	6081
YJL004C	612
YJL003W	357
YJL002C	1431
YJL001W	764
YJR001W	1809
YJR002W	1782
YJR003C	1560
YJR004C	1953
YJR005W	2103
YJR005C-A	282
YJR006W	1464
YJR007W	915
YJR008W	1017
YJR009C	999
YJR010W	1536
YJR010C-A	285
YJR011C	786
YJR012C	399
YJR013W	1212
YJR014W	597
YJR015W	1533
YJR016C	1758
YJR017C	513
YJR018W	363
YJR019C	1050
YJR020W	333
YJR021C	1025
YJR022W	330
YJR023C	402
YJR024C	735
YJR025C	534
YJR030C	2238
YJR031C	4227
YJR032W	1182
YJR033C	4074
YJR034W	327
YJR035W	3258
YJR036C	2679
YJR037W	384
YJR038C	363
YJR039W	3366
YJR040W	2340
YJR041C	3525
YJR042W	2235
YJR043C	1053
YJR044C	423
YJR045C	1965
YJR046W	1815
YJR047C	474
YJR048W	330
YJR049C	1593
YJR050W	708
YJR051W	1506
YJR052W	1698
YJR053W	1725
YJR054W	1494
YJR055W	495
YJR056C	711
YJR057W	651
YJR058C	444
YJR059W	2457
YJR060W	1056
YJR061W	2808
YJR062C	1374
YJR063W	378
YJR064W	1689
YJR065C	1350
YJR066W	7413
YJR067C	426
YJR068W	1062
YJR069C	594
YJR070C	978
YJR071W	369
YJR072C	1158
YJR073C	621
YJR074W	657
YJR075W	1191
YJR076C	1248
YJR077C	936
YJR078W	1362
YJR079W	1035
YJR080C	1185
YJR082C	342
YJR083C	930
YJR084W	1272
YJR085C	318
YJR086W	333
YJR087W	351
YJR088C	879
YJR089W	2865
YJR090C	3456
YJR091C	3276
YJR092W	4344
YJR093C	984
YJR094C	1083
YJR094W-A	554
YJR095W	969
YJR096W	849
YJR097W	519
YJR098C	1971
YJR099W	711
YJR100C	984
YJR101W	801
YJR102C	609
YJR103W	1737
YJR104C	465
YJR105W	1023
YJR106W	2178
YJR107W	987
YJR107C-A	237
YJR108W	372
YJR109C	3357
YJR110W	2067
YJR111C	852
YJR112W	606
YJR112W-A	379
YJR113C	744
YJR114W	393
YJR115W	510
YJR116W	840
YJR117W	1362
YJR118C	612
YJR119C	2187
YJR120W	351
YJR121W	1536
YJR122W	1494
YJR123W	678
YJR124C	1347
YJR125C	1227
YJR126C	2436
YJR127C	4143
YJR128W	360
YJR129C	1020
YJR130C	1920
YJR131W	1650
YJR132W	3147
YJR133W	630
YJR134C	2124
YJR135C	720
YJR135W-A	264
YJR136C	1266
YJR137C	4329
YJR138W	4755
YJR139C	1080
YJR140C	4947
YJR140W-A	150
YJR141W	1044
YJR142W	1029
YJR143C	2289
YJR144W	810
YJR145C	1042
YJR146W	354
YJR147W	1077
YJR148W	1131
YJR149W	1215
YJR150C	897
YJR151C	3486
YJR151W-A	51
YJR152W	1632
YJR153W	1086
YJR154W	1041
YJR155W	867
YJR156C	1023
YJR157W	363
YJR158W	1704
YJR159W	1074
YJR160C	1809
YJR161C	1152
YJR162C	351
YKL225W	348
YKL224C	372
YKL223W	333
YKL222C	2118
YKL221W	1422
YKL220C	2136
YKL219W	1224
YKL218C	981
YKL217W	1851
YKL216W	945
YKL215C	3861
YKL214C	612
YKL213C	2148
YKL212W	1872
YKL211C	1455
YKL210W	3075
YKL209C	3873
YKL208W	816
YKL207W	762
YKL206C	804
YKL205W	3303
YKL204W	1899
YKL203C	7425
YKL202W	582
YKL201C	3537
YKL198C	1989
YKL197C	3132
YKL196C	603
YKL195W	1212
YKL194C	1389
YKL193C	1017
YKL192C	378
YKL191W	1605
YKL190W	604
YKL189W	1200
YKL188C	2562
YKL187C	2253
YKL186C	555
YKL185W	1767
YKL184W	1401
YKL183C-A	213
YKL183W	921
YKL182W	6156
YKL181W	1284
YKL180W	861
YKL179C	2040
YKL178C	1413
YKL177W	339
YKL176C	2487
YKL175W	1512
YKL174C	1857
YKL173W	3027
YKL172W	1284
YKL171W	2787
YKL170W	417
YKL169C	384
YKL168C	2175
YKL167C	414
YKL166C	1197
YKL165C-A	234
YKL165C	2760
YKL164C	1026
YKL163W	978
YKL162C-A	153
YKL162C	1209
YKL161C	1302
YKL160W	438
YKL159C	636
YKL157W	3242
YKL156W	600
YKL156C-A	117
YKL155C	1887
YKL154W	735
YKL153W	510
YKL152C	744
YKL151C	1014
YKL150W	909
YKL149C	1218
YKL148C	1923
YKL147C	618
YKL146W	2079
YKL145W	1404
YKL145W-A	93
YKL144C	639
YKL143W	1392
YKL142W	660
YKL141W	597
YKL140W	1647
YKL139W	1587
YKL138C-A	210
YKL138C	396
YKL137W	336
YKL136W	399
YKL135C	2181
YKL134C	2319
YKL133C	1392
YKL132C	1293
YKL131W	522
YKL130C	741
YKL129C	3819
YKL128C	888
YKL127W	1713
YKL126W	2043
YKL125W	1884
YKL124W	1740
YKL123W	381
YKL122C	504
YKL121W	2559
YKL120W	975
YKL119C	648
YKL118W	312
YKL117W	651
YKL116C	1557
YKL115C	393
YKL114C	1104
YKL113C	1149
YKL112W	2196
YKL111C	336
YKL110C	942
YKL109W	1665
YKL108W	1362
YKL107W	930
YKL106C-A	120
YKL106W	1356
YKL105C	3399
YKL104C	2154
YKL104W-A	255
YKL103C	1545
YKL102C	306
YKL101W	4557
YKL100C	1764
YKL100W-A	90
YKL099C	753
YKL098W	1074
YKL097C	411
YKL096C-B	150
YKL096W-A	279
YKL096W	720
YKL095W	837
YKL094W	942
YKL093W	1020
YKL092C	3315
YKL091C	933
YKL090W	1332
YKL089W	1650
YKL088W	1716
YKL087C	675
YKL086W	384
YKL085W	1005
YKL084W	351
YKL083W	615
YKL082C	1305
YKL081W	1565
YKL080W	1179
YKL079W	1971
YKL078W	2208
YKL077W	1179
YKL076C	384
YKL075C	1353
YKL074C	1584
YKL073W	2646
YKL072W	2301
YKL071W	771
YKL070W	510
YKL069W	543
YKL068W-A	237
YKL068W	2880
YKL067W	462
YKL066W	444
YKL065W-A	222
YKL065C	621
YKL064W	2910
YKL063C	504
YKL062W	1893
YKL061W	342
YKL060C	1080
YKL059C	1326
YKL058W	369
YKL057C	3114
YKL056C	504
YKL055C	837
YKL054C	2217
YKL053C-A	261
YKL053W	375
YKL052C	879
YKL051W	1062
YKL050C	2769
YKL049C	690
YKL048C	1923
YKL047W	1551
YKL046C	1350
YKL045W	1587
YKL044W	321
YKL043W	1101
YKL042W	1092
YKL041W	675
YKL040C	771
YKL039W	1572
YKL038W	3513
YKL037W	357
YKL036C	393
YKL035W	1500
YKL034W	2277
YKL033W-A	711
YKL033W	3117
YKL032C	1794
YKL031W	414
YKL030W	606
YKL029C	2010
YKL028W	1449
YKL027W	1344
YKL026C	504
YKL025C	2040
YKL024C	615
YKL023C-A	228
YKL023W	834
YKL022C	2523
YKL021C	1407
YKL020C	3249
YKL019W	951
YKL018C-A	300
YKL018W	990
YKL017C	2052
YKL016C	525
YKL015W	2940
YKL014C	5295
YKL013C	516
YKL012W	1752
YKL011C	1062
YKL010C	4452
YKL009W	711
YKL008C	1257
YKL007W	807
YKL006C-A	435
YKL006W	815
YKL005C	1785
YKL004W	1206
YKL003C	396
YKL002W	767
YKL001C	609
YKR001C	2115
YKR002W	1707
YKR003W	1347
YKR004C	1238
YKR005C	1647
YKR006C	795
YKR007W	555
YKR008W	1878
YKR009C	2703
YKR010C	2316
YKR011C	1062
YKR012C	378
YKR013W	990
YKR014C	705
YKR015C	1707
YKR016W	1623
YKR017C	1656
YKR018C	2178
YKR019C	1848
YKR020W	495
YKR021W	2748
YKR022C	969
YKR023W	1593
YKR024C	2229
YKR025W	849
YKR026C	918
YKR027W	2298
YKR028W	3102
YKR029C	2256
YKR030W	822
YKR031C	5052
YKR032W	315
YKR033C	426
YKR034W	810
YKR035C	642
YKR035W-A	615
YKR036C	1932
YKR037C	888
YKR038C	1161
YKR039W	1809
YKR040C	504
YKR041W	753
YKR042W	1098
YKR043C	816
YKR044W	1332
YKR045C	552
YKR046C	852
YKR047W	306
YKR048C	1254
YKR049C	402
YKR050W	2670
YKR051W	1257
YKR052C	915
YKR053C	1215
YKR054C	12279
YKR055W	876
YKR056W	1920
YKR057W	586
YKR058W	1851
YKR059W	1188
YKR060W	825
YKR061W	1278
YKR062W	987
YKR063C	1509
YKR064W	2592
YKR065C	594
YKR066C	1086
YKR067W	2232
YKR068C	582
YKR069W	1782
YKR070W	1059
YKR071C	1047
YKR072C	1689
YKR073C	321
YKR074W	468
YKR075C	924
YKR075W-A	270
YKR076W	1113
YKR077W	1092
YKR078W	1758
YKR079C	2517
YKR080W	963
YKR081C	1035
YKR082W	3474
YKR083C	402
YKR084C	1836
YKR085C	588
YKR086W	3216
YKR087C	1038
YKR088C	1014
YKR089C	2733
YKR090W	2121
YKR091W	741
YKR092C	1221
YKR093W	1806
YKR094C	755
YKR095W	5628
YKR095W-A	342
YKR096W	3588
YKR097W	1650
YKR098C	2154
YKR099W	2436
YKR100C	1068
YKR101W	1965
YKR102W	3510
YKR103W	3657
YKR104W	921
YKR105C	1749
YKR106W	1848
YLL067C	3717
YLL067W-A	483
YLL066W-B	171
YLL066C	3717
YLL066W-A	483
YLL065W	351
YLL064C	363
YLL063C	1425
YLL062C	975
YLL061W	1752
YLL060C	702
YLL059C	507
YLL058W	1728
YLL057C	1239
YLL056C	897
YLL055W	1596
YLL054C	2532
YLL053C	459
YLL052C	450
YLL051C	2139
YLL050C	611
YLL049W	540
YLL048C	4986
YLL047W	384
YLL046C	750
YLL045C	771
YLL044W	447
YLL043W	2010
YLL042C	504
YLL041C	801
YLL040C	9435
YLL039C	1146
YLL038C	744
YLL037W	381
YLL036C	1512
YLL035W	1899
YLL034C	2514
YLL033W	693
YLL032C	2478
YLL031C	3054
YLL030C	342
YLL029W	2250
YLL028W	1761
YLL027W	753
YLL026W	2727
YLL025W	375
YLL024C	1920
YLL023C	840
YLL022C	1158
YLL021W	4401
YLL020C	306
YLL019C	2214
YLL019W-A	93
YLL018C-A	297
YLL018C	1674
YLL015W	4680
YLL014W	327
YLL013C	2640
YLL012W	1722
YLL011W	1470
YLL010C	1284
YLL009C	210
YLL008W	2259
YLL007C	1998
YLL006W-A	177
YLL006W	1281
YLL005C	2607
YLL004W	1851
YLL003W	2841
YLL002W	1311
YLL001W	2274
YLR001C	2589
YLR002C	1992
YLR003C	876
YLR004C	1572
YLR005W	1386
YLR006C	2139
YLR007W	1011
YLR008C	507
YLR009W	600
YLR010C	483
YLR011W	576
YLR012C	300
YLR013W	426
YLR014C	2715
YLR015W	1518
YLR016C	615
YLR017W	1014
YLR018C	900
YLR019W	1194
YLR020C	1617
YLR021W	540
YLR022C	753
YLR023C	1632
YLR024C	5619
YLR025W	723
YLR026C	1023
YLR027C	1257
YLR028C	1776
YLR029C	615
YLR030W	792
YLR031W	561
YLR032W	3510
YLR033W	1509
YLR034C	1422
YLR035C	2088
YLR036C	612
YLR037C	375
YLR038C	252
YLR039C	3171
YLR040C	675
YLR041W	321
YLR042C	486
YLR043C	312
YLR044C	1692
YLR045C	2667
YLR046C	813
YLR047C	2061
YLR048W	1118
YLR049C	1287
YLR050C	486
YLR051C	654
YLR052W	753
YLR053C	327
YLR054C	2262
YLR055C	1809
YLR056W	1098
YLR057W	2550
YLR058C	1410
YLR059C	810
YLR060W	1788
YLR061W	755
YLR062C	378
YLR063W	1098
YLR064W	822
YLR065C	546
YLR066W	555
YLR067C	2898
YLR068W	456
YLR069C	2286
YLR070C	1071
YLR071C	3249
YLR072W	2082
YLR073C	603
YLR074C	501
YLR075W	666
YLR076C	423
YLR077W	1752
YLR078C	824
YLR079W	855
YLR080W	1335
YLR081W	1725
YLR082C	1179
YLR083C	2004
YLR084C	3663
YLR085C	1317
YLR086W	4257
YLR087C	8877
YLR088W	1845
YLR089C	1779
YLR090W	1380
YLR091W	882
YLR092W	2682
YLR093C	903
YLR094C	1509
YLR095C	2439
YLR096W	3444
YLR097C	1035
YLR098C	1947
YLR099C	1185
YLR099W-A	264
YLR100W	1044
YLR101C	396
YLR102C	798
YLR103C	1953
YLR104W	396
YLR105C	1134
YLR106C	14733
YLR107W	1215
YLR108C	1458
YLR109W	531
YLR110C	402
YLR111W	333
YLR112W	420
YLR113W	1308
YLR114C	2295
YLR115W	2580
YLR116W	1431
YLR117C	2064
YLR118C	684
YLR119W	642
YLR120C	1710
YLR120W-A	102
YLR121C	1527
YLR122C	378
YLR123C	330
YLR124W	345
YLR125W	411
YLR126C	756
YLR127C	2562
YLR128W	904
YLR129W	2832
YLR130C	1269
YLR131C	2313
YLR132C	873
YLR133W	1749
YLR134W	1692
YLR135W	2247
YLR136C	858
YLR137W	1104
YLR138W	2958
YLR139C	1932
YLR140W	327
YLR141W	1092
YLR142W	1431
YLR143W	2058
YLR144C	2340
YLR145W	606
YLR146C	903
YLR146W-A	189
YLR147C	306
YLR148W	2757
YLR149C	2193
YLR149C-A	87
YLR150W	822
YLR151C	1023
YLR152C	1731
YLR153C	2052
YLR154C	333
YLR154W-A	186
YLR154W-B	165
YLR154W-C	375
YLR154W-E	204
YLR154W-F	141
YLR154C-G	150
YLR154C-H	132
YLR155C	1089
YLR156W	345
YLR156C-A	132
YLR157C	1089
YLR157W-D	213
YLR157W-E	165
YLR157C-C	132
YLR158C	1089
YLR159W	345
YLR159C-A	132
YLR160C	1089
YLR161W	345
YLR162W	357
YLR162W-A	189
YLR163C	1389
YLR163W-A	114
YLR164W	507
YLR165C	765
YLR166C	2616
YLR167W	459
YLR168C	693
YLR169W	354
YLR170C	471
YLR171W	390
YLR172C	903
YLR173W	1827
YLR174W	1239
YLR175W	1452
YLR176C	2436
YLR177W	1887
YLR178C	660
YLR179C	606
YLR180W	1149
YLR181C	993
YLR182W	2412
YLR183C	1470
YLR184W	348
YLR185W	626
YLR186W	759
YLR187W	3081
YLR188W	2088
YLR189C	3597
YLR190W	1476
YLR191W	1161
YLR192C	798
YLR193C	528
YLR194C	765
YLR195C	1368
YLR196W	1731
YLR197W	1515
YLR198C	360
YLR199C	917
YLR200W	345
YLR201C	783
YLR202C	443
YLR203C	1311
YLR204W	336
YLR205C	954
YLR206W	1842
YLR207W	2502
YLR208W	894
YLR209C	936
YLR210W	1383
YLR211C	740
YLR212C	1422
YLR213C	1269
YLR214W	2061
YLR215C	1083
YLR216C	1116
YLR217W	324
YLR218C	453
YLR219W	2187
YLR220W	969
YLR221C	663
YLR222C	2454
YLR222C-A	231
YLR223C	3258
YLR224W	1110
YLR225C	1224
YLR226W	1188
YLR227C	1482
YLR228C	2445
YLR229C	576
YLR230W	306
YLR231C	1362
YLR232W	348
YLR233C	2100
YLR234W	1971
YLR235C	399
YLR236C	324
YLR237W	1797
YLR238W	1437
YLR239C	987
YLR240W	2628
YLR241W	2349
YLR242C	966
YLR243W	819
YLR244C	1164
YLR245C	429
YLR246W	1080
YLR247C	4671
YLR248W	1833
YLR249W	3135
YLR250W	705
YLR251W	594
YLR252W	306
YLR253W	1710
YLR254C	570
YLR255C	354
YLR256W	4509
YLR257W	966
YLR258W	2118
YLR259C	1719
YLR260W	2064
YLR261C	327
YLR262C	648
YLR262C-A	195
YLR263W	2484
YLR264W	204
YLR264C-A	117
YLR265C	1029
YLR266C	2106
YLR267W	1713
YLR268W	645
YLR269C	351
YLR270W	1053
YLR271W	825
YLR272C	3531
YLR273C	1947
YLR274W	2328
YLR275W	423
YLR276C	1785
YLR277C	2340
YLR278C	4026
YLR279W	390
YLR280C	351
YLR281C	468
YLR282C	342
YLR283W	945
YLR284C	843
YLR285W	786
YLR285C-A	171
YLR286C	1689
YLR286W-A	135
YLR287C	1068
YLR287C-A	622
YLR288C	1425
YLR289W	1938
YLR290C	834
YLR291C	1146
YLR292C	582
YLR293C	660
YLR294C	330
YLR295C	375
YLR296W	327
YLR297W	390
YLR298C	696
YLR299W	1983
YLR299C-A	93
YLR300W	1347
YLR301W	735
YLR302C	363
YLR303W	1335
YLR304C	2337
YLR305C	5703
YLR306W	701
YLR307W	906
YLR307C-A	264
YLR308W	939
YLR309C	2736
YLR310C	4770
YLR311C	348
YLR312C	1197
YLR312W-A	762
YLR313C	1593
YLR314C	1563
YLR315W	462
YLR316C	1093
YLR317W	435
YLR318W	2655
YLR319C	2367
YLR320W	4365
YLR321C	1281
YLR322W	315
YLR323C	780
YLR324W	1572
YLR325C	237
YLR326W	723
YLR327C	261
YLR328W	1206
YLR329W	892
YLR330W	2016
YLR331C	378
YLR332W	1131
YLR333C	327
YLR334C	381
YLR335W	2163
YLR336C	2700
YLR337C	2454
YLR338W	858
YLR339C	552
YLR340W	939
YLR341W	1434
YLR342W	5631
YLR342W-A	174
YLR343W	1668
YLR344W	831
YLR345W	1530
YLR346C	306
YLR347C	2586
YLR347W-A	141
YLR348C	897
YLR349W	507
YLR350W	651
YLR351C	876
YLR352W	2424
YLR353W	1812
YLR354C	1008
YLR355C	1188
YLR356W	594
YLR357W	2670
YLR358C	564
YLR359W	1449
YLR360W	1320
YLR361C	1737
YLR361C-A	297
YLR362W	2154
YLR363C	657
YLR363W-A	258
YLR364W	330
YLR365W	333
YLR364C-A	123
YLR366W	306
YLR367W	876
YLR368W	1797
YLR369W	1974
YLR370C	537
YLR371W	4071
YLR372W	1038
YLR373C	2706
YLR374C	390
YLR375W	1032
YLR376C	729
YLR377C	1047
YLR378C	1443
YLR379W	375
YLR379W-A	273
YLR380W	1227
YLR381W	2202
YLR382C	2685
YLR383W	3345
YLR384C	4050
YLR385C	399
YLR386W	2643
YLR387C	1299
YLR388W	171
YLR389C	3084
YLR390W	339
YLR390W-A	717
YLR392C	1557
YLR393W	840
YLR394W	1449
YLR395C	237
YLR396C	2076
YLR397C	2343
YLR398C	3864
YLR399C	2061
YLR399W-A	105
YLR400W	474
YLR401C	2007
YLR402W	192
YLR403W	2052
YLR404W	858
YLR405W	1104
YLR406C	691
YLR406C-A	150
YLR407W	687
YLR408C	369
YLR409C	2820
YLR410W	3441
YLR411W	726
YLR412W	825
YLR412C-A	207
YLR413W	2028
YLR414C	792
YLR415C	339
YLR416C	399
YLR417W	1701
YLR418C	1182
YLR419W	4308
YLR420W	1095
YLR421C	471
YLR422W	5799
YLR423C	1254
YLR424W	2127
YLR425W	3924
YLR426W	1052
YLR427W	2013
YLR428C	345
YLR429W	1956
YLR430W	6696
YLR431C	1362
YLR432W	1572
YLR433C	1662
YLR434C	384
YLR435W	618
YLR436C	3825
YLR437C	402
YLR437C-A	228
YLR438W	1275
YLR438C-A	270
YLR439W	960
YLR440C	2130
YLR441C	768
YLR442C	2937
YLR443W	1347
YLR444C	303
YLR445W	649
YLR446W	1302
YLR447C	1038
YLR448W	915
YLR449W	1179
YLR450W	3138
YLR451W	2661
YLR452C	2097
YLR453C	1188
YLR454W	7887
YLR455W	915
YLR456W	615
YLR457C	960
YLR458W	381
YLR459W	1185
YLR460C	1131
YLR461W	363
YLR462W	609
YLR463C	552
YLR464W	930
YLR465C	309
YLR466W	4149
YLR466C-A	483
YLR466C-B	117
YLR467W	5391
YLR467C-A	483
YML133C	4224
YML133W-B	483
YML133W-A	576
YML132W	1140
YML131W	1098
YML130C	1692
YML129C	213
YML128C	1542
YML127W	1746
YML126C	1476
YML125C	939
YML124C	1636
YML123C	1764
YML122C	381
YML121W	933
YML120C	1542
YML119W	1074
YML118W	1518
YML117W	3405
YML116W-A	303
YML116W	1629
YML115C	1608
YML114C	1533
YML113W	747
YML112W	891
YML111W	2763
YML110C	924
YML109W	2829
YML108W	318
YML107C	1005
YML106W	681
YML105C	822
YML104C	3384
YML103C	4968
YML102W	1407
YML101C-A	318
YML101C	354
YML100W-A	174
YML100W	3297
YML099W-A	330
YML099C	2643
YML098W	504
YML097C	1356
YML096W	1578
YML095C	633
YML094C-A	402
YML094W	575
YML093W	2700
YML092C	753
YML091C	3609
YML090W	387
YML089C	369
YML088W	2007
YML087C	939
YML086C	1581
YML085C	1460
YML084W	309
YML083C	1257
YML082W	1950
YML081C-A	180
YML081W	3756
YML080W	1272
YML079W	606
YML078W	549
YML077W	480
YML076C	2835
YML075C	3165
YML074C	1236
YML073C	946
YML072C	4638
YML071C	1824
YML070W	1755
YML069W	1659
YML068W	1395
YML067C	1152
YML066C	1110
YML065W	2745
YML064C	738
YML063W	768
YML062C	1179
YML061C	2580
YML060W	1131
YML059C	5040
YML058W-A	207
YML058W	315
YML057C-A	390
YML057W	1815
YML056C	1983
YML055W	537
YML054C	1776
YML054C-A	159
YML053C	639
YML052W	909
YML051W	1308
YML050W	936
YML049C	4086
YML048W	1212
YML047W-A	366
YML047C	1059
YML046W	1890
YML043C	1524
YML042W	2013
YML041C	843
YML038C	1329
YML037C	1023
YML036W	652
YML035C	2433
YML034C-A	399
YML034W	2631
YML032C	1416
YML031C-A	336
YML031W	1968
YML030W	480
YML029W	2517
YML028W	591
YML027W	1158
YML026C	842
YML025C	960
YML024W	809
YML023C	1671
YML022W	564
YML021C	1080
YML020W	1995
YML019W	999
YML018C	1182
YML017W	2144
YML016C	2079
YML015C	1041
YML014W	840
YML013W	1755
YML012C-A	378
YML012W	636
YML011C	534
YML010W	3192
YML009W-B	477
YML009C-A	327
YML009C	213
YML008C	1152
YML007C-A	111
YML007W	1953
YML006C	2325
YML005W	1389
YML004C	981
YML003W	873
YML002W	2214
YML001W	627
YMR001C	2118
YMR001C-A	231
YMR002W	471
YMR003W	597
YMR004W	1536
YMR005W	1167
YMR006C	2121
YMR007W	381
YMR008C	1995
YMR008C-A	468
YMR009W	540
YMR010W	1218
YMR011W	1626
YMR012W	3834
YMR013C	1560
YMR013C-A	150
YMR013W-A	81
YMR014W	1560
YMR015C	1617
YMR016C	2358
YMR017W	1194
YMR018W	1545
YMR019W	2850
YMR020W	1527
YMR021C	1254
YMR022W	498
YMR023C	1581
YMR024W	1173
YMR025W	888
YMR026C	1200
YMR027W	1413
YMR028W	1101
YMR029C	1572
YMR030W	1131
YMR031C	2532
YMR031W-A	327
YMR032W	2010
YMR030W-A	291
YMR033W	1490
YMR034C	1305
YMR035W	534
YMR036C	1665
YMR037C	2115
YMR038C	750
YMR039C	879
YMR040W	483
YMR041C	1008
YMR042W	534
YMR043W	861
YMR044W	1428
YMR046W-A	129
YMR047C	3342
YMR048W	954
YMR049C	2424
YMR052W	615
YMR052C-A	366
YMR053C	2553
YMR054W	2673
YMR055C	921
YMR056C	930
YMR057C	372
YMR058W	1911
YMR059W	387
YMR060C	984
YMR061W	2034
YMR062C	1326
YMR063W	720
YMR064W	1557
YMR065W	1515
YMR066W	2697
YMR067C	1251
YMR068W	1281
YMR069W	858
YMR070W	1473
YMR071C	504
YMR072W	552
YMR073C	606
YMR074C	438
YMR075W	2055
YMR075C-A	366
YMR076C	3834
YMR077C	666
YMR078C	2226
YMR079W	1071
YMR080C	2916
YMR081C	1017
YMR082C	357
YMR083W	1128
YMR084W	789
YMR085W	1299
YMR086W	2883
YMR086C-A	339
YMR087W	855
YMR088C	1689
YMR089C	2478
YMR090W	684
YMR091C	1308
YMR092C	1848
YMR093W	1542
YMR094W	1437
YMR095C	675
YMR096W	894
YMR097C	1104
YMR098C	1839
YMR099C	894
YMR100W	1863
YMR101C	1032
YMR102C	2505
YMR103C	363
YMR104C	2034
YMR105C	1710
YMR105W-A	195
YMR106C	1890
YMR107W	348
YMR108W	2064
YMR109W	3660
YMR110C	1599
YMR111C	1389
YMR112C	396
YMR113W	1284
YMR114C	1107
YMR115W	1506
YMR116C	1233
YMR117C	642
YMR118C	591
