Gene	Closest_gene	Distance
YEL052W	YEL053W-A	3316
YEL051W	YEL052W	278
YEL050W-A	YEL051W	401
YEL050C	YEL048C	3858
YEL049W	YEL050W-A	3988
YEL048C	YEL047C	218
YEL047C	YEL046C	832
YEL046C	YEL045C	48
YEL045C	YEL039C	10371
YEL044W	YEL049W	5667
YEL043W	YEL044W	221
YEL042W	YEL043W	423
YEL041W	YEL042W	617
YEL040W	YEL041W	622
YEL039C	YEL037C	1430
YEL038W	YEL040W	1006
YEL037C	YEL036C	447
YEL036C	YEL035C	493
YEL035C	YEL034C-A	68
YEL034C-A	YEL032C-A	825
YEL034W	YEL038W	4531
YEL033W	YEL034W	30
YEL032W	YEL033W	339
YEL032C-A	YEL030C-A	7382
YEL031W	YEL032W	406
YEL030C-A	YEL029C	1961
YEL030W	YEL031W	739
YEL029C	YEL025C	4785
YEL028W	YEL030W	2090
YEL027W	YEL028W	1640
YEL026W	YEL027W	692
YEL025C	YEL023C	2357
YEL024W	YEL026W	4937
YEL023C	YEL020C-B	6631
YEL022W	YEL024W	3514
YEL021W	YEL022W	367
YEL020C-B	YEL020C	1237
YEL020W-A	YEL021W	241
YEL020C	YEL019C	199
YEL019C	YEL018C-A	154
YEL018C-A	YEL017C-A	810
YEL018W	YEL020W-A	3997
YEL017C-A	YEL016C	1808
YEL017W	YEL018W	1347
YEL016C	YEL014C	2085
YEL015W	YEL017W	1959
YEL014C	YEL009C-A	7763
YEL013W	YEL015W	541
YEL012W	YEL013W	1211
YEL011W	YEL012W	569
YEL010W	YEL011W	1045
YEL009C-A	YEL009C	2140
YEL009C	YEL008C-A	963
YEL008W	YEL010W	3883
YEL008C-A	YEL005C	5089
YEL007W	YEL008W	1000
YEL006W	YEL007W	435
YEL005C	YEL002C	1967
YEL004W	YEL006W	1617
YEL003W	YEL004W	197
YEL002C	YEL001C	287
YEL001C	YER003C	6758
YER001W	YEL003W	4921
YER002W	YER001W	995
YER003C	YER006C-A	5226
YER004W	YER002W	2082
YER005W	YER004W	275
YER006W	YER005W	281
YER006C-A	YER007C-A	1576
YER007W	YER006W	242
YER007C-A	YER008C	923
YER008C	YER010C	816
YER009W	YER007W	6032
YER010C	YER014C-A	10393
YER011W	YER009W	2756
YER012W	YER011W	1823
YER013W	YER012W	410
YER014W	YER013W	322
YER014C-A	YER017C	4803
YER015W	YER014W	322
YER016W	YER015W	1502
YER017C	YER018C	171
YER018C	YER019C-A	1649
YER019W	YER016W	3486
YER019C-A	YER023C-A	6983
YER020W	YER019W	938
YER021W	YER020W	431
YER022W	YER021W	293
YER023W	YER022W	201
YER023C-A	YER026C	5910
YER024W	YER023W	256
YER025W	YER024W	288
YER026C	YER027C	505
YER027C	YER028C	460
YER028C	YER029C	711
YER029C	YER031C	899
YER030W	YER025W	6603
YER031C	YER033C	3310
YER032W	YER030W	1165
YER033C	YER036C	2080
YER034W	YER032W	4153
YER035W	YER034W	236
YER036C	YER038C	1659
YER037W	YER035W	2813
YER038C	YER039C	204
YER038W-A	YER037W	1597
YER039C	YER039C-A	58
YER039C-A	YER043C	6289
YER040W	YER038W-A	964
YER041W	YER040W	474
YER042W	YER041W	197
YER043C	YER044C	451
YER044C	YER044C-A	444
YER044C-A	YER045C	258
YER045C	YER047C	2309
YER046W	YER042W	7689
YER046W-A	YER046W	89
YER047C	YER048C	479
YER048C	YER050C	5814
YER048W-A	YER046W-A	6689
YER049W	YER048W-A	726
YER050C	YER052C	1988
YER051W	YER049W	994
YER052C	YER053C	779
YER053C	YER053C-A	1294
YER053C-A	YER054C	1006
YER054C	YER055C	1194
YER055C	YER056C	727
YER056C	YER056C-A	1310
YER056C-A	YER057C	552
YER057C	YER061C	7172
YER058W	YER051W	15634
YER059W	YER058W	533
YER060W	YER059W	681
YER060W-A	YER060W	419
YER061C	YER062C	304
YER062C	YER064C	2023
YER063W	YER060W-A	3546
YER064C	YER065C	1019
YER065C	YER066C-A	4789
YER066W	YER063W	7876
YER066C-A	YER067C-A	37
YER067W	YER066W	1267
YER067C-A	YER068C-A	2738
YER068W	YER067W	499
YER068C-A	YER071C	6215
YER069W	YER068W	597
YER070W	YER069W	949
YER071C	YER075C	6086
YER072W	YER070W	1190
YER073W	YER072W	835
YER074W	YER073W	731
YER074W-A	YER074W	457
YER075C	YER076C	1391
YER076C	YER077C	1036
YER076W-A	YER074W-A	5267
YER077C	YER078C	207
YER078C	YER079C-A	1560
YER078W-A	YER076W-A	4909
YER079W	YER078W-A	110
YER079C-A	YER082C	4032
YER080W	YER079W	411
YER081W	YER080W	840
YER082C	YER083C	238
YER083C	YER085C	588
YER084W	YER081W	2970
YER084W-A	YER084W	147
YER085C	YER087C-A	3677
YER086W	YER084W-A	367
YER087W	YER086W	369
YER087C-A	YER087C-B	214
YER087C-B	YER088C	346
YER088C	YER088C-A	508
YER088C-A	YER090C-A	2303
YER088W-B	YER087W	3621
YER089C	YER090C-A	982
YER090W	YER088W-B	1876
YER090C-A	YER091C	1453
YER091C	YER091C-A	223
YER091C-A	YER093C	709
YER092W	YER090W	3383
YER093C	YER093C-A	300
YER093C-A	YER094C	329
YER094C	YER099C	8759
YER095W	YER092W	6748
YER096W	YER095W	516
YER097W	YER096W	1904
YER098W	YER096W	2230
YER099C	YER101C	1441
YER100W	YER098W	1832
YER101C	YER105C	6044
YER102W	YER100W	2786
YER103W	YER102W	887
YER104W	YER103W	285
YER105C	YER107C	1435
YER106W	YER104W	4898
YER107C	YER110C	4217
YER107W-A	YER106W	1160
YER110C	YER111C	492
YER111C	YER113C	2056
YER112W	YER107W-A	12518
YER113C	YER114C	538
YER114C	YER115C	580
YER115C	YER116C	481
YER116C	YER118C	1780
YER117W	YER112W	8974
YER118C	YER119C	441
YER119C	YER119C-A	25
YER119C-A	YER122C	1633
YER120W	YER117W	3482
YER121W	YER120W	506
YER122C	YER124C	2990
YER123W	YER121W	2094
YER124C	YER126C	4331
YER125W	YER123W	3802
YER126C	YER130C	6936
YER127W	YER125W	1863
YER128W	YER127W	305
YER129W	YER128W	811
YER130C	YER132C	2742
YER131W	YER129W	3243
YER132C	YER134C	6818
YER133W	YER131W	8184
YER133W-A	YER133W	3233
YER134C	YER135C	149
YER135C	YER137C	3029
YER136W	YER133W-A	2084
YER137C	YER139C	8744
YER137W-A	YER136W	604
YER138W-A	YER137W-A	7594
YER139C	YER142C	3903
YER140W	YER138W-A	1987
YER141W	YER140W	224
YER142C	YER144C	1770
YER143W	YER141W	1400
YER144C	YER145C	303
YER145C	YER145C-A	646
YER145C-A	YER147C	145
YER146W	YER143W	4980
YER147C	YER147C-A	361
YER147C-A	YER149C	595
YER148W	YER146W	2437
YER148W-A	YER148W	160
YER149C	YER151C	2216
YER150W	YER148W-A	1607
YER151C	YER152C	233
YER152C	YER153C	53
YER152W-A	YER150W	4669
YER153C	YER155C	1540
YER154W	YER152W-A	969
YER155C	YER156C	477
YER156C	YER158C	4516
YER157W	YER154W	8560
YER158C	YER159C	952
YER158W-A	YER157W	4294
YER159C	YER161C	7389
YER161C	YER162C	282
YER162C	YER163C	190
YER163C	YER165C-A	8845
YER164W	YER158W-A	13690
YER165W	YER164W	575
YER165C-A	YER168C	8046
YER166W	YER165W	638
YER167W	YER166W	757
YER168C	YER172C	6861
YER169W	YER167W	2598
YER170W	YER169W	215
YER171W	YER170W	431
YER172C	YER172C-A	254
YER172C-A	YER174C	1779
YER173W	YER171W	6882
YER174C	YER175C	296
YER175C	YER180C	9361
YER175W-A	YER173W	2371
YER176W	YER175W-A	876
YER177W	YER176W	556
YER178W	YER177W	403
YER179W	YER178W	342
YER180C	YER180C-A	338
YER180C-A	YER181C	351
YER181C	YER183C	1538
YER182W	YER179W	3008
YER183C	YER184C	2327
YER184C	YER186C	3025
YER185W	YER182W	6195
YER186C	YER188C-A	6983
YER187W	YER185W	5865
YER188W	YER187W	1385
YER188C-A	YER190C-A	4897
YER189W	YER188W	2396
YER190W	YER188W	2721
YER190C-A	YER190C-B	301
YFL067W	YFL068W	301
YFL066C	YFL065C	415
YFL065C	YFL060C	6963
YFL064C	YFL060C	6455
YFL063W	YFL067W	3703
YFL062W	YFL063W	905
YFL061W	YFL062W	1980
YFL060C	YFL054C	9878
YFL059W	YFL061W	1141
YFL058W	YFL059W	670
YFL055W	YFL058W	3053
YFL054C	YFL051C	7271
YFL053W	YFL055W	4743
YFL052W	YFL053W	3034
YFL051C	YFL050C	2732
YFL050C	YFL048C	2995
YFL049W	YFL052W	7174
YFL048C	YFL045C	3448
YFL047W	YFL049W	1747
YFL046W	YFL047W	250
YFL045C	YFL044C	263
YFL044C	YFL042C	160
YFL042C	YFL039C	5516
YFL041W-A	YFL046W	5296
YFL041W	YFL041W-A	214
YFL040W	YFL041W	343
YFL039C	YFL038C	670
YFL038C	YFL034C-B	7030
YFL037W	YFL040W	3364
YFL036W	YFL037W	1073
YFL034C-B	YFL034C-A	250
YFL034C-A	YFL033C	4183
YFL034W	YFL036W	2640
YFL033C	YFL031C-A	1587
YFL032W	YFL034W	6174
YFL031W	YFL034W	6481
YFL031C-A	YFL029C	1940
YFL030W	YFL031W	684
YFL029C	YFL028C	183
YFL028C	YFL027C	206
YFL027C	YFL025C	2233
YFL026W	YFL030W	4592
YFL025C	YFL024C	613
YFL024C	YFL022C	3154
YFL023W	YFL026W	7111
YFL022C	YFL021C-A	751
YFL021C-A	YFL020C	2616
YFL021W	YFL023W	2590
YFL020C	YFL019C	653
YFL019C	YFL018C	1023
YFL018C	YFL017C	856
YFL017W-A	YFL021W	6201
YFL017C	YFL016C	239
YFL016C	YFL015C	233
YFL015W-A	YFL017W-A	2483
YFL015C	YFL013C	889
YFL014W	YFL015W-A	524
YFL013W-A	YFL014W	214
YFL013C	YFL010C	5178
YFL012W-A	YFL013W-A	1208
YFL012W	YFL012W-A	463
YFL011W	YFL012W	1252
YFL010W-A	YFL011W	1005
YFL010C	YFL003C	18778
YFL009W	YFL010W-A	871
YFL008W	YFL009W	945
YFL007W	YFL008W	373
YFL005W	YFL007W	424
YFL004W	YFL005W	829
YFL003C	YFL002C	7957
YFL002C	YFR003C	5723
YFL001W	YFL004W	12835
YFR001W	YFL001W	651
YFR002W	YFR001W	292
YFR003C	YFR005C	1403
YFR004W	YFR002W	858
YFR005C	YFR011C	10873
YFR006W	YFR004W	1832
YFR007W	YFR006W	1547
YFR008W	YFR007W	175
YFR009W	YFR008W	1288
YFR009W-A	YFR008W	2675
YFR010W	YFR009W	321
YFR010W-A	YFR010W	162
YFR011C	YFR014C	5279
YFR012W	YFR010W-A	972
YFR012W-A	YFR012W	728
YFR013W	YFR012W-A	612
YFR014C	YFR015C	388
YFR015C	YFR016C	651
YFR016C	YFR017C	1531
YFR017C	YFR018C	270
YFR018C	YFR024C-A	17738
YFR019W	YFR013W	12217
YFR020W	YFR019W	1399
YFR021W	YFR020W	1377
YFR022W	YFR021W	519
YFR023W	YFR022W	840
YFR024C-A	YFR025C	310
YFR025C	YFR026C	998
YFR026C	YFR028C	2156
YFR027W	YFR023W	5743
YFR028C	YFR031C	6526
YFR029W	YFR027W	2640
YFR030W	YFR029W	339
YFR031C	YFR031C-A	401
YFR031C-A	YFR032C	672
YFR032C	YFR032C-A	299
YFR032C-A	YFR032C-B	273
YFR032C-B	YFR033C	353
YFR033C	YFR034C	251
YFR034C	YFR035C	163
YFR034W-A	YFR030W	9603
YFR035C	YFR037C	1048
YFR036W	YFR034W-A	654
YFR036W-A	YFR036W	114
YFR037C	YFR039C	2826
YFR038W	YFR036W-A	1279
YFR039C	YFR041C	3824
YFR040W	YFR038W	2301
YFR041C	YFR043C	859
YFR042W	YFR040W	1208
YFR043C	YFR044C	165
YFR044C	YFR046C	1637
YFR045W	YFR042W	2938
YFR046C	YFR047C	120
YFR047C	YFR050C	3900
YFR048W	YFR045W	3147
YFR049W	YFR048W	389
YFR050C	YFR051C	297
YFR051C	YFR052C-A	1626
YFR052W	YFR049W	3611
YFR052C-A	YFR054C	5121
YFR053C	YFR054C	3806
YFR054C	YFR056C	4524
YFR055W	YFR052W	10875
YFR057W	YFR055W	3835
YGL262W	YGL263W	1380
YGL261C	YGL257C	5829
YGL260W	YGL262W	1021
YGL259W	YGL260W	1380
YGL258W-A	YGL259W	195
YGL258W	YGL258W-A	1715
YGL257C	YGL252C	11561
YGL256W	YGL258W	3429
YGL255W	YGL256W	4671
YGL254W	YGL255W	196
YGL253W	YGL254W	732
YGL252C	YGL251C	437
YGL251C	YGL246C	5981
YGL250W	YGL253W	6515
YGL249W	YGL250W	463
YGL248W	YGL249W	441
YGL247W	YGL248W	171
YGL246C	YGL242C	5872
YGL245W	YGL247W	1497
YGL244W	YGL245W	349
YGL243W	YGL244W	133
YGL242C	YGL239C	4234
YGL241W	YGL243W	936
YGL240W	YGL241W	154
YGL239C	YGL237C	2986
YGL238W	YGL240W	187
YGL237C	YGL236C	259
YGL236C	YGL231C	7252
YGL235W	YGL238W	2845
YGL234W	YGL235W	667
YGL233W	YGL234W	232
YGL232W	YGL233W	221
YGL231C	YGL230C	152
YGL230C	YGL229C	288
YGL229C	YGL226C-A	5790
YGL228W	YGL232W	4596
YGL227W	YGL228W	340
YGL226C-A	YGL224C	4857
YGL226W	YGL227W	793
YGL225W	YGL226W	3183
YGL224C	YGL223C	255
YGL223C	YGL222C	294
YGL222C	YGL221C	240
YGL221C	YGL219C	586
YGL220W	YGL225W	4467
YGL219C	YGL217C	582
YGL218W	YGL220W	914
YGL217C	YGL213C	4874
YGL216W	YGL218W	585
YGL215W	YGL216W	679
YGL214W	YGL215W	671
YGL213C	YGL206C	11296
YGL212W	YGL214W	937
YGL211W	YGL212W	130
YGL210W	YGL211W	201
YGL209W	YGL210W	1398
YGL208W	YGL209W	332
YGL207W	YGL208W	384
YGL206C	YGL204C	4196
YGL205W	YGL207W	6082
YGL204C	YGL203C	470
YGL203C	YGL201C	3190
YGL202W	YGL205W	5655
YGL201C	YGL200C	1787
YGL200C	YGL199C	267
YGL199C	YGL194C-A	15677
YGL198W	YGL202W	6030
YGL197W	YGL198W	400
YGL196W	YGL197W	722
YGL195W	YGL196W	356
YGL194C-A	YGL194C	407
YGL194C	YGL193C	190
YGL193C	YGL190C	3582
YGL192W	YGL195W	2703
YGL191W	YGL192W	760
YGL190C	YGL189C	840
YGL189C	YGL188C-A	236
YGL188C-A	YGL188C	379
YGL188C	YGL187C	188
YGL187C	YGL186C	866
YGL186C	YGL185C	391
YGL185C	YGL184C	309
YGL184C	YGL183C	531
YGL183C	YGL179C	6124
YGL182C	YGL179C	5813
YGL181W	YGL191W	12709
YGL180W	YGL181W	969
YGL179C	YGL176C	6324
YGL178W	YGL180W	4594
YGL177W	YGL180W	4801
YGL176C	YGL175C	206
YGL175C	YGL173C	1205
YGL174W	YGL178W	3974
YGL173C	YGL170C	4040
YGL172W	YGL174W	5355
YGL171W	YGL172W	272
YGL170C	YGL167C	2222
YGL169W	YGL171W	1975
YGL168W	YGL169W	125
YGL167C	YGL165C	930
YGL166W	YGL168W	3333
YGL165C	YGL164C	2
YGL164C	YGL163C	407
YGL163C	YGL161C	2807
YGL162W	YGL166W	6332
YGL161C	YGL154C	15136
YGL160W	YGL162W	1524
YGL159W	YGL160W	448
YGL158W	YGL159W	3200
YGL157W	YGL158W	435
YGL156W	YGL157W	367
YGL155W	YGL156W	414
YGL154C	YGL152C	596
YGL153W	YGL155W	1062
YGL152C	YGL150C	3735
YGL151W	YGL153W	226
YGL150C	YGL147C	2181
YGL149W	YGL151W	4650
YGL148W	YGL149W	522
YGL147C	YGL146C	422
YGL146C	YGL144C	2764
YGL145W	YGL148W	2714
YGL144C	YGL143C	210
YGL143C	YGL142C	311
YGL142C	YGL140C	3234
YGL141W	YGL145W	6005
YGL140C	YGL138C	3482
YGL139W	YGL141W	4631
YGL138C	YGL136C	3366
YGL137W	YGL139W	1745
YGL136C	YGL131C	7789
YGL135W	YGL137W	1903
YGL134W	YGL135W	369
YGL133W	YGL134W	743
YGL132W	YGL133W	79
YGL131C	YGL129C	1864
YGL130W	YGL132W	4230
YGL129C	YGL128C	218
YGL128C	YGL127C	248
YGL127C	YGL124C	4005
YGL126W	YGL130W	3473
YGL125W	YGL126W	381
YGL124C	YGL123C-A	920
YGL123W	YGL125W	3295
YGL123C-A	YGL122C	1082
YGL122C	YGL121C	254
YGL121C	YGL120C	477
YGL120C	YGL118C	4077
YGL119W	YGL123W	6061
YGL118C	YGL112C	9727
YGL117W	YGL119W	2565
YGL116W	YGL117W	500
YGL115W	YGL116W	392
YGL114W	YGL115W	459
YGL113W	YGL114W	295
YGL112C	YGL110C	1809
YGL111W	YGL113W	2040
YGL110C	YGL108C	238
YGL109W	YGL111W	2144
YGL108C	YGL107C	262
YGL107C	YGL104C	2440
YGL106W	YGL109W	2724
YGL105W	YGL106W	428
YGL104C	YGL102C	1332
YGL103W	YGL105W	2400
YGL102C	YGL095C	16941
YGL101W	YGL103W	266
YGL100W	YGL101W	394
YGL099W	YGL100W	348
YGL098W	YGL099W	789
YGL097W	YGL098W	3703
YGL096W	YGL097W	2101
YGL095C	YGL094C	511
YGL094C	YGL091C	7591
YGL093W	YGL096W	8725
YGL092W	YGL093W	267
YGL091C	YGL089C	1749
YGL090W	YGL092W	1460
YGL089C	YGL087C	1253
YGL088W	YGL090W	1252
YGL087C	YGL084C	3712
YGL086W	YGL088W	918
YGL085W	YGL086W	248
YGL084C	YGL078C	7990
YGL083W	YGL085W	2618
YGL082W	YGL083W	355
YGL081W	YGL082W	405
YGL080W	YGL081W	297
YGL079W	YGL080W	416
YGL078C	YGL077C	366
YGL077C	YGL076C	419
YGL076C	YGL075C	929
YGL075C	YGL074C	508
YGL074C	YGL072C	2081
YGL073W	YGL079W	8653
YGL072C	YGL070C	3097
YGL071W	YGL073W	758
YGL070C	YGL069C	223
YGL069C	YGL065C	4246
YGL068W	YGL071W	1003
YGL067W	YGL068W	430
YGL066W	YGL067W	354
YGL065C	YGL064C	252
YGL064C	YGL063C-A	1294
YGL063W	YGL066W	4072
YGL063C-A	YGL061C	4317
YGL062W	YGL063W	430
YGL061C	YGL057C	5255
YGL060W	YGL062W	1333
YGL059W	YGL060W	233
YGL058W	YGL059W	288
YGL057C	YGL056C	206
YGL056C	YGL054C	3253
YGL055W	YGL058W	4124
YGL054C	YGL049C	5573
YGL053W	YGL055W	2429
YGL052W	YGL053W	135
YGL051W	YGL053W	385
YGL050W	YGL051W	1385
YGL049C	YGL048C	465
YGL048C	YGL044C	4860
YGL047W	YGL050W	4955
YGL045W	YGL047W	1942
YGL044C	YGL042C	1252
YGL043W	YGL045W	1753
YGL042C	YGL041C-B	111
YGL041C-B	YGL041C	136
YGL041W-A	YGL043W	413
YGL041C	YGL040C	302
YGL040C	YGL038C	4807
YGL039W	YGL041W-A	4672
YGL038C	YGL037C	493
YGL037C	YGL035C	3601
YGL036W	YGL039W	3594
YGL035C	YGL034C	152
YGL034C	YGL032C	2991
YGL033W	YGL036W	4295
YGL032C	YGL031C	634
YGL031C	YGL028C	3347
YGL030W	YGL033W	2690
YGL029W	YGL030W	425
YGL028C	YGL027C	733
YGL027C	YGL026C	269
YGL026C	YGL025C	229
YGL025C	YGL023C	240
YGL024W	YGL029W	9363
YGL023C	YGL020C	5059
YGL022W	YGL024W	2281
YGL021W	YGL022W	225
YGL020C	YGL018C	1240
YGL019W	YGL021W	1089
YGL018C	YGL015C	5379
YGL017W	YGL019W	862
YGL016W	YGL017W	301
YGL015C	YGL014C-A	802
YGL014W	YGL016W	1230
YGL014C-A	YGL013C	2694
YGL013C	YGL011C	2191
YGL012W	YGL014W	4048
YGL011C	YGL009C	1066
YGL010W	YGL012W	1269
YGL009C	YGL008C	1258
YGL008C	YGL007C-A	275
YGL007C-A	YGL005C	6681
YGL007W	YGL010W	7191
YGL006W-A	YGL007W	1786
YGL006W	YGL006W-A	388
YGL005C	YGL004C	156
YGL004C	YGL003C	518
YGL003C	YGL001C	1279
YGL002W	YGL006W	5075
YGL001C	YGR001C	631
YGR001C	YGR002C	442
YGR002C	YGR005C	4751
YGR003W	YGL002W	4965
YGR004W	YGR003W	572
YGR005C	YGR008C	2251
YGR006W	YGR004W	1744
YGR007W	YGR006W	144
YGR008C	YGR009C	683
YGR009C	YGR015C	10088
YGR010W	YGR007W	3605
YGR011W	YGR007W	4557
YGR012W	YGR011W	336
YGR013W	YGR012W	214
YGR014W	YGR013W	527
YGR015C	YGR018C	2289
YGR016W	YGR014W	1398
YGR017W	YGR016W	954
YGR018C	YGR020C	2279
YGR019W	YGR017W	549
YGR020C	YGR022C	1928
YGR021W	YGR019W	988
YGR022C	YGR024C	2297
YGR023W	YGR021W	760
YGR024C	YGR027C	1536
YGR025W	YGR023W	1720
YGR026W	YGR025W	44
YGR027C	YGR030C	11223
YGR028W	YGR026W	8382
YGR029W	YGR028W	262
YGR030C	YGR031C-A	652
YGR031W	YGR029W	2236
YGR031C-A	YGR033C	6948
YGR032W	YGR031W	795
YGR033C	YGR035C	2105
YGR034W	YGR032W	1861
YGR035C	YGR036C	727
YGR035W-A	YGR034W	893
YGR036C	YGR037C	863
YGR037C	YGR043C	20441
YGR038W	YGR035W-A	2896
YGR039W	YGR038W	13538
YGR040W	YGR039W	199
YGR041W	YGR040W	983
YGR042W	YGR041W	346
YGR043C	YGR044C	1554
YGR044C	YGR045C	42
YGR045C	YGR047C	2096
YGR046W	YGR042W	4604
YGR047C	YGR050C	2617
YGR048W	YGR046W	3774
YGR049W	YGR048W	403
YGR050C	YGR051C	464
YGR051C	YGR053C	1757
YGR052W	YGR049W	1719
YGR053C	YGR057C	8936
YGR054W	YGR052W	1988
YGR055W	YGR054W	796
YGR056W	YGR055W	520
YGR057C	YGR061C	6388
YGR058W	YGR056W	1689
YGR059W	YGR058W	420
YGR060W	YGR059W	1463
YGR061C	YGR062C	363
YGR062C	YGR063C	238
YGR063C	YGR065C	253
YGR064W	YGR060W	6128
YGR065C	YGR066C	1063
YGR066C	YGR067C	573
YGR067C	YGR068C	538
YGR068C	YGR071C	4397
YGR068W-A	YGR064W	8305
YGR069W	YGR068W-A	694
YGR070W	YGR069W	388
YGR071C	YGR073C	1552
YGR072W	YGR070W	3031
YGR073C	YGR075C	161
YGR074W	YGR072W	245
YGR075C	YGR076C	229
YGR076C	YGR077C	167
YGR077C	YGR078C	259
YGR078C	YGR081C	2777
YGR079W	YGR074W	4568
YGR080W	YGR079W	178
YGR081C	YGR083C	1080
YGR082W	YGR080W	1036
YGR083C	YGR084C	308
YGR084C	YGR085C	241
YGR085C	YGR086C	691
YGR086C	YGR087C	673
YGR087C	YGR095C	22690
YGR088W	YGR082W	10039
YGR089W	YGR088W	638
YGR090W	YGR089W	2588
YGR091W	YGR090W	270
YGR092W	YGR091W	364
YGR093W	YGR092W	481
YGR094W	YGR093W	275
YGR095C	YGR098C	6224
YGR096W	YGR094W	1121
YGR097W	YGR096W	1130
YGR098C	YGR102C	7126
YGR099W	YGR097W	5764
YGR100W	YGR099W	280
YGR101W	YGR100W	266
YGR102C	YGR104C	2310
YGR103W	YGR101W	1014
YGR104C	YGR106C	621
YGR105W	YGR103W	1365
YGR106C	YGR109C	5573
YGR107W	YGR105W	3835
YGR108W	YGR107W	520
YGR109C	YGR114C	13764
YGR110W	YGR108W	8658
YGR111W	YGR110W	782
YGR112W	YGR111W	328
YGR113W	YGR112W	366
YGR114C	YGR117C	4395
YGR115C	YGR117C	3898
YGR116W	YGR113W	485
YGR117C	YGR119C	1567
YGR118W	YGR116W	2210
YGR119C	YGR120C	362
YGR120C	YGR121C	628
YGR121C	YGR122C-A	2703
YGR121W-A	YGR118W	5682
YGR122W	YGR121W-A	308
YGR122C-A	YGR123C	904
YGR123C	YGR128C	9747
YGR124W	YGR122W	4801
YGR125W	YGR124W	663
YGR126W	YGR125W	400
YGR127W	YGR126W	271
YGR128C	YGR130C	1303
YGR129W	YGR127W	2664
YGR130C	YGR132C	1745
YGR131W	YGR129W	3679
YGR132C	YGR138C	7310
YGR133W	YGR131W	1646
YGR134W	YGR133W	323
YGR135W	YGR134W	254
YGR136W	YGR135W	260
YGR137W	YGR135W	720
YGR138C	YGR146C	18617
YGR139W	YGR137W	2464
YGR140W	YGR139W	1365
YGR141W	YGR140W	270
YGR142W	YGR141W	482
YGR143W	YGR142W	1507
YGR144W	YGR143W	2891
YGR145W	YGR144W	388
YGR146C	YGR146C-A	418
YGR146C-A	YGR147C	617
YGR147C	YGR148C	392
YGR148C	YGR150C	2680
YGR149W	YGR145W	5141
YGR150C	YGR151C	1602
YGR151C	YGR154C	1808
YGR152C	YGR154C	1306
YGR153W	YGR149W	5763
YGR154C	YGR158C	7401
YGR155W	YGR153W	1798
YGR156W	YGR155W	480
YGR157W	YGR156W	617
YGR158C	YGR159C	391
YGR159C	YGR161C	973
YGR160W	YGR157W	2024
YGR161C	YGR168C	23932
YGR161W-C	YGR160W	2543
YGR162W	YGR161W-C	13554
YGR163W	YGR162W	635
YGR164W	YGR163W	48
YGR165W	YGR164W	156
YGR166W	YGR165W	362
YGR167W	YGR166W	259
YGR168C	YGR169C	207
YGR169C	YGR169C-A	484
YGR169C-A	YGR171C	4159
YGR170W	YGR167W	3985
YGR171C	YGR172C	294
YGR172C	YGR174C	2302
YGR173W	YGR170W	3296
YGR174C	YGR175C	528
YGR174W-A	YGR173W	1695
YGR175C	YGR177C	406
YGR176W	YGR174W-A	1979
YGR177C	YGR178C	611
YGR178C	YGR179C	460
YGR179C	YGR180C	369
YGR180C	YGR182C	2250
YGR181W	YGR176W	9220
YGR182C	YGR183C	159
YGR183C	YGR184C	425
YGR184C	YGR185C	583
YGR185C	YGR187C	2712
YGR186W	YGR181W	9170
YGR187C	YGR188C	628
YGR188C	YGR189C	1560
YGR189C	YGR190C	2104
YGR190C	YGR192C	2151
YGR191W	YGR186W	10439
YGR192C	YGR193C	699
YGR193C	YGR194C	332
YGR194C	YGR196C	1858
YGR195W	YGR191W	6651
YGR196C	YGR197C	311
YGR197C	YGR200C	5764
YGR198W	YGR195W	5071
YGR199W	YGR198W	356
YGR200C	YGR201C	250
YGR201C	YGR202C	277
YGR202C	YGR204C-A	4313
YGR203W	YGR199W	5456
YGR204W	YGR203W	251
YGR204C-A	YGR207C	1669
YGR205W	YGR204W	439
YGR206W	YGR205W	347
YGR207C	YGR209C	1285
YGR208W	YGR206W	1146
YGR209C	YGR210C	276
YGR210C	YGR213C	3774
YGR211W	YGR208W	2429
YGR212W	YGR211W	339
YGR213C	YGR216C	3168
YGR214W	YGR212W	2129
YGR215W	YGR214W	387
YGR216C	YGR220C	11612
YGR217W	YGR215W	2189
YGR218W	YGR217W	1726
YGR219W	YGR218W	240
YGR220C	YGR221C	241
YGR221C	YGR223C	1877
YGR222W	YGR219W	3547
YGR223C	YGR226C	4577
YGR224W	YGR222W	2002
YGR225W	YGR224W	498
YGR226C	YGR229C	2381
YGR227W	YGR225W	401
YGR228W	YGR227W	368
YGR229C	YGR231C	1649
YGR230W	YGR228W	2185
YGR231C	YGR233C	1194
YGR232W	YGR230W	1653
YGR233C	YGR235C	3150
YGR234W	YGR232W	5258
YGR235C	YGR236C	469
YGR236C	YGR237C	481
YGR237C	YGR238C	384
YGR238C	YGR239C	500
YGR239C	YGR240C	718
YGR240C	YGR240C-A	843
YGR240C-A	YGR241C	98
YGR241C	YGR244C	1455
YGR242W	YGR234W	15312
YGR243W	YGR242W	613
YGR244C	YGR245C	446
YGR245C	YGR246C	414
YGR246C	YGR250C	6904
YGR247W	YGR243W	7190
YGR248W	YGR247W	287
YGR249W	YGR248W	1310
YGR250C	YGR253C	4837
YGR251W	YGR249W	6220
YGR252W	YGR251W	640
YGR253C	YGR255C	3383
YGR254W	YGR252W	2739
YGR255C	YGR257C	2243
